Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,name,Customerid
INN04116,2,0,1,2,Meal Plan 2,0,Room_Type 1,309,2018,5,13,Online,0,0,0,101,0,Canceled,Debbie Whitney,4116
INN04117,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Online,0,0,0,101.5,0,Canceled,Megan Craig,4117
INN04118,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73,0,Not_Canceled,Michael Glenn,4118
INN04119,1,0,2,4,Meal Plan 1,0,Room_Type 4,71,2018,5,7,Online,0,0,0,132.6,0,Not_Canceled,Lynn Murray,4119
INN04120,2,0,0,3,Meal Plan 1,0,Room_Type 4,1,2017,10,7,Online,0,0,0,155,2,Not_Canceled,Elijah Ramirez,4120
INN04121,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,6,11,Online,0,0,0,121,0,Not_Canceled,Joanna Wyatt,4121
INN04122,2,0,1,1,Meal Plan 1,0,Room_Type 4,31,2018,6,20,Online,0,0,0,107.1,0,Canceled,Barbara Gonzales,4122
INN04123,1,0,2,5,Meal Plan 1,0,Room_Type 1,231,2018,12,27,Online,0,0,0,69.58,0,Canceled,Lori Perez,4123
INN04124,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,76,0,Not_Canceled,Trevor Bates,4124
INN04125,2,0,0,1,Meal Plan 1,0,Room_Type 1,289,2017,10,17,Offline,0,0,0,67,0,Not_Canceled,Teresa Collins,4125
INN04126,2,0,1,4,Meal Plan 2,1,Room_Type 1,49,2018,5,9,Online,0,0,0,170.1,1,Not_Canceled,Paul Powers,4126
INN04127,2,0,1,0,Meal Plan 1,0,Room_Type 1,3,2018,1,25,Online,0,0,0,93,2,Not_Canceled,Lindsey Maldonado,4127
INN04128,2,1,2,2,Meal Plan 1,0,Room_Type 1,33,2018,5,1,Online,0,0,0,143.1,0,Canceled,Angela Hall,4128
INN04129,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130,0,Canceled,Justin Anderson,4129
INN04130,2,0,0,3,Meal Plan 1,0,Room_Type 1,132,2018,7,14,Offline,0,0,0,72.25,0,Not_Canceled,Alec Byrd,4130
INN04131,1,0,0,0,Meal Plan 1,0,Room_Type 1,42,2018,11,7,Online,0,0,0,0,0,Not_Canceled,Shane Farley,4131
INN04132,2,0,0,2,Not Selected,0,Room_Type 1,3,2018,7,8,Online,0,0,0,139,0,Canceled,Michelle Jimenez,4132
INN04133,3,0,1,1,Meal Plan 1,0,Room_Type 4,49,2018,5,7,Online,0,0,0,159.3,2,Not_Canceled,Ruben Moore,4133
INN04134,2,1,0,4,Meal Plan 1,0,Room_Type 1,16,2018,2,17,Online,0,0,0,109,2,Not_Canceled,Jennifer Smith,4134
INN04135,2,0,4,6,Meal Plan 1,0,Room_Type 4,175,2018,7,10,Online,0,0,0,99.45,1,Not_Canceled,Michelle Hunt,4135
INN04136,2,0,2,1,Meal Plan 2,0,Room_Type 1,124,2017,8,8,Offline,0,0,0,94.5,0,Not_Canceled,Donna Mills,4136
INN04137,2,0,1,4,Meal Plan 1,0,Room_Type 1,181,2017,7,1,Online,0,0,0,76.5,0,Canceled,Alisha Cook,4137
INN04138,2,0,1,2,Not Selected,0,Room_Type 1,62,2018,3,4,Online,0,0,0,69.5,1,Not_Canceled,Kurt Haynes,4138
INN04139,3,0,1,2,Meal Plan 1,0,Room_Type 4,250,2018,10,24,Online,0,0,0,128.7,1,Canceled,Diane Harris,4139
INN04140,3,0,0,3,Meal Plan 1,0,Room_Type 4,63,2018,6,8,Online,0,0,0,159.3,0,Canceled,Patricia Harris,4140
INN04141,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,2018,10,5,Online,0,0,0,90,0,Canceled,Lisa Blair,4141
INN04142,2,1,1,0,Meal Plan 1,0,Room_Type 1,0,2018,6,26,Online,0,0,0,127,0,Not_Canceled,Justin Hurst,4142
INN04143,2,0,0,1,Not Selected,0,Room_Type 1,7,2018,7,20,Online,0,0,0,99,1,Not_Canceled,Mathew Hoffman,4143
INN04144,3,0,2,5,Meal Plan 1,0,Room_Type 4,72,2018,10,31,Online,0,0,0,126.64,0,Canceled,Timothy Hall,4144
INN04145,2,0,0,3,Meal Plan 1,0,Room_Type 1,130,2018,5,5,Online,0,0,0,105.3,1,Canceled,Nicole Mccormick,4145
INN04146,2,0,1,3,Meal Plan 1,0,Room_Type 1,185,2018,10,10,Online,0,0,0,113.4,2,Canceled,Cheryl Davis,4146
INN04147,2,0,0,3,Meal Plan 1,0,Room_Type 1,5,2018,2,16,Online,0,0,0,91,0,Not_Canceled,Jennifer Miller,4147
INN04148,2,0,2,2,Meal Plan 1,0,Room_Type 1,147,2018,9,25,Online,0,0,0,129.6,2,Not_Canceled,Michelle Proctor,4148
INN04149,1,0,1,0,Not Selected,0,Room_Type 1,180,2018,10,10,Online,0,0,0,98.1,1,Canceled,Amanda Davenport,4149
INN04150,2,2,0,3,Meal Plan 1,0,Room_Type 1,86,2018,12,8,Online,0,0,0,122,0,Canceled,Kevin Bennett,4150
INN04151,2,2,1,2,Meal Plan 1,0,Room_Type 7,4,2018,7,8,Online,0,0,0,306,3,Not_Canceled,Danielle Ford,4151
INN04152,2,0,1,2,Meal Plan 1,0,Room_Type 4,3,2018,5,16,Online,0,0,0,132.6,2,Not_Canceled,Jennifer Mcmahon,4152
INN04153,2,2,0,1,Meal Plan 1,0,Room_Type 6,33,2018,7,29,Online,0,0,0,207.9,1,Not_Canceled,Kathryn Mitchell,4153
INN04154,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,6,9,Online,0,0,0,69.01,0,Not_Canceled,Vanessa Harvey MD,4154
INN04155,2,0,2,3,Meal Plan 1,0,Room_Type 1,131,2018,6,19,Online,0,0,0,115.94,0,Canceled,Calvin Gray,4155
INN04156,2,0,2,3,Meal Plan 1,0,Room_Type 1,6,2018,2,21,Offline,0,0,0,70,0,Not_Canceled,Jeffery Guzman,4156
INN04157,2,0,1,2,Meal Plan 1,0,Room_Type 1,48,2018,10,21,Offline,0,0,0,85.5,1,Not_Canceled,Javier Harris,4157
INN04158,2,0,1,2,Meal Plan 1,0,Room_Type 2,1,2017,8,14,Complementary,0,0,0,0,0,Not_Canceled,Daniel Smith,4158
INN04159,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,4,7,Online,0,0,0,101,1,Not_Canceled,Deborah Ray,4159
INN04160,2,0,0,3,Meal Plan 1,0,Room_Type 1,259,2018,5,5,Online,0,0,0,90,0,Canceled,Susan Walker,4160
INN04161,2,0,2,1,Meal Plan 1,0,Room_Type 1,14,2017,12,26,Online,0,0,0,93.67,1,Not_Canceled,Sara Cardenas,4161
INN04162,1,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Online,0,0,0,90,1,Canceled,Dennis Montgomery,4162
INN04163,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled,Elizabeth Jacobs,4163
INN04164,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled,Kenneth Hurst,4164
INN04165,3,0,0,3,Meal Plan 1,0,Room_Type 4,155,2018,10,20,Online,0,0,0,142.83,0,Canceled,Jackie Reed,4165
INN04166,3,0,0,3,Meal Plan 1,0,Room_Type 1,220,2018,6,2,Online,0,0,0,105.84,1,Canceled,Earl Reed,4166
INN04167,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,71,1,Not_Canceled,Kenneth Mcclure,4167
INN04168,2,0,1,3,Meal Plan 1,0,Room_Type 1,125,2018,8,29,Offline,0,0,0,89.75,0,Not_Canceled,Michelle Rose,4168
INN04169,3,0,2,8,Meal Plan 1,0,Room_Type 4,39,2018,12,8,Online,0,0,0,130.9,2,Not_Canceled,Jessica Lopez,4169
INN04170,2,0,4,6,Meal Plan 2,0,Room_Type 1,163,2018,8,21,Offline,0,0,0,72.25,1,Not_Canceled,Gary Romero,4170
INN04171,2,0,2,5,Not Selected,0,Room_Type 1,6,2017,9,20,Online,0,0,0,138.57,2,Not_Canceled,Angela Terrell,4171
INN04172,2,0,2,2,Not Selected,0,Room_Type 1,19,2018,11,26,Online,0,0,0,57.59,1,Not_Canceled,Javier Ford,4172
INN04173,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,2017,8,15,Online,0,0,0,94.5,0,Canceled,Sandra Watson,4173
INN04174,2,0,1,1,Meal Plan 1,0,Room_Type 4,29,2018,10,15,Online,0,0,0,154.5,1,Canceled,Sean Byrd,4174
INN04175,2,0,0,1,Not Selected,0,Room_Type 1,81,2018,8,16,Online,0,0,0,125.1,2,Not_Canceled,Deborah Brown,4175
INN04176,2,0,1,2,Meal Plan 2,0,Room_Type 1,162,2017,9,4,Offline,0,0,0,85.17,2,Not_Canceled,Luis Harrison,4176
INN04177,2,0,0,3,Meal Plan 1,0,Room_Type 1,158,2018,7,7,Online,0,0,0,114.3,0,Canceled,Brandi Richardson,4177
INN04178,2,0,1,1,Meal Plan 1,0,Room_Type 1,109,2018,8,29,Offline,0,0,0,72.25,0,Not_Canceled,Samuel Nash,4178
INN04179,1,0,2,3,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,76,0,Not_Canceled,Dominique Reynolds,4179
INN04180,2,0,0,2,Not Selected,0,Room_Type 1,0,2018,4,15,Online,0,0,0,89,1,Not_Canceled,Karen Miller,4180
INN04181,2,0,0,3,Meal Plan 1,0,Room_Type 1,112,2018,11,24,Online,0,0,0,90,1,Not_Canceled,Troy Johnson,4181
INN04182,2,1,0,1,Meal Plan 1,0,Room_Type 1,11,2018,11,5,Online,0,0,0,150,1,Canceled,Elizabeth Collins,4182
INN04183,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,4,19,Offline,0,0,0,107,0,Not_Canceled,Mark Benjamin,4183
INN04184,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,87,0,Not_Canceled,Amy Morales,4184
INN04185,1,0,2,1,Meal Plan 1,0,Room_Type 1,12,2018,1,24,Corporate,0,0,0,66,1,Not_Canceled,Lauren Oliver,4185
INN04186,2,0,2,2,Meal Plan 1,0,Room_Type 1,80,2018,7,24,Offline,0,0,0,72.25,0,Not_Canceled,Kelly Miller,4186
INN04187,2,0,1,3,Not Selected,0,Room_Type 1,122,2018,11,14,Online,0,0,0,75.9,2,Canceled,Jennifer Robinson,4187
INN04188,2,0,1,2,Meal Plan 1,0,Room_Type 1,133,2018,3,11,Offline,0,0,0,84.33,1,Not_Canceled,Linda Lara,4188
INN04189,3,0,2,1,Meal Plan 1,0,Room_Type 1,84,2018,6,26,Online,0,0,0,103.72,2,Not_Canceled,Erica Buchanan,4189
INN04190,1,0,0,3,Meal Plan 1,0,Room_Type 1,15,2018,2,18,Offline,0,0,0,85.33,0,Not_Canceled,Calvin Stewart,4190
INN04191,2,0,1,2,Meal Plan 1,0,Room_Type 1,5,2017,10,19,Offline,0,0,0,90,0,Not_Canceled,Samantha Reed,4191
INN04192,2,0,0,4,Meal Plan 1,0,Room_Type 1,79,2017,7,15,Online,0,0,0,85.5,1,Canceled,Terry Sherman,4192
INN04193,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,2018,4,15,Offline,0,0,0,85,0,Not_Canceled,Erin Boyer,4193
INN04194,2,2,2,0,Meal Plan 1,0,Room_Type 6,118,2018,7,24,Online,0,0,0,186.3,1,Not_Canceled,Lori Hill,4194
INN04195,3,0,0,1,Meal Plan 1,0,Room_Type 4,43,2018,3,11,Online,0,0,0,114.3,2,Not_Canceled,Catherine Baker,4195
INN04196,2,0,0,3,Meal Plan 1,0,Room_Type 1,103,2018,5,4,Offline,0,0,0,80,0,Not_Canceled,Susan Yates,4196
INN04197,2,0,0,3,Meal Plan 1,0,Room_Type 2,222,2018,9,14,Online,0,0,0,116.1,0,Canceled,Alicia Cannon,4197
INN04198,2,0,2,1,Meal Plan 1,1,Room_Type 1,9,2018,8,14,Online,0,0,0,125.27,1,Not_Canceled,Richard Lowe DDS,4198
INN04199,2,0,1,2,Not Selected,0,Room_Type 1,121,2018,6,17,Online,0,0,0,116.1,0,Not_Canceled,Crystal Levine,4199
INN04200,3,0,1,3,Meal Plan 1,0,Room_Type 1,35,2018,9,5,Online,0,0,0,118.8,0,Not_Canceled,John Vazquez,4200
INN04201,2,0,0,2,Meal Plan 1,0,Room_Type 4,0,2018,5,27,Online,0,0,0,182.33,1,Canceled,Stephanie Kennedy,4201
INN04202,2,0,0,2,Meal Plan 1,0,Room_Type 1,18,2018,11,25,Online,0,0,0,104,0,Canceled,Kathryn Jones,4202
INN04203,2,0,2,1,Meal Plan 2,0,Room_Type 1,220,2018,9,17,Online,0,0,0,156,1,Canceled,Kelly Avery,4203
INN04204,1,0,1,3,Not Selected,0,Room_Type 1,6,2018,11,28,Online,0,0,0,49.59,0,Not_Canceled,Robert Robinson,4204
INN04205,2,1,0,4,Meal Plan 1,0,Room_Type 1,62,2018,11,16,Online,0,0,0,88.4,3,Not_Canceled,Jerry Kennedy,4205
INN04206,2,0,0,4,Meal Plan 1,0,Room_Type 1,131,2018,8,2,Online,0,0,0,105.3,0,Canceled,Julie Joseph,4206
INN04207,3,0,1,3,Meal Plan 1,0,Room_Type 4,69,2018,9,8,Online,0,0,0,168.3,2,Not_Canceled,Diane Berger,4207
INN04208,2,0,0,2,Meal Plan 1,0,Room_Type 1,308,2018,11,25,Online,0,0,0,52,0,Canceled,Randall Nguyen,4208
INN04209,2,0,1,1,Meal Plan 1,0,Room_Type 1,168,2018,8,20,Online,0,0,0,105.3,0,Canceled,Joshua Ray,4209
INN04210,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,2018,6,15,Online,0,0,0,130,0,Canceled,Theresa Ross,4210
INN04211,2,0,1,0,Meal Plan 1,0,Room_Type 1,39,2018,12,18,Online,0,0,0,74.88,1,Not_Canceled,Elizabeth Marquez,4211
INN04212,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105,0,Not_Canceled,Christine Perez,4212
INN04213,2,0,2,2,Meal Plan 1,0,Room_Type 1,11,2017,10,23,Offline,0,0,0,88.5,0,Not_Canceled,David Navarro,4213
INN04214,2,0,2,2,Meal Plan 1,0,Room_Type 1,2,2018,4,17,Offline,0,0,0,72.75,0,Not_Canceled,Courtney Smith,4214
INN04215,2,0,0,1,Meal Plan 1,0,Room_Type 1,73,2018,5,7,Online,0,0,0,126.9,0,Canceled,Margaret Smith,4215
INN04216,1,0,1,0,Not Selected,0,Room_Type 1,32,2018,9,25,Online,0,0,0,99,2,Not_Canceled,Kelly Simon,4216
INN04217,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,12,14,Online,0,0,0,75.2,0,Not_Canceled,Kimberly Lara,4217
INN04218,2,1,0,2,Meal Plan 1,0,Room_Type 1,150,2018,8,17,Online,0,0,0,135,1,Not_Canceled,Corey Smith,4218
INN04219,2,0,2,2,Not Selected,0,Room_Type 1,31,2018,2,6,Online,0,0,0,50.6,0,Not_Canceled,Danielle Escobar,4219
INN04220,2,0,1,2,Meal Plan 1,0,Room_Type 2,8,2018,3,11,Online,0,0,0,103,1,Not_Canceled,Jasmine Clay,4220
INN04221,2,0,1,4,Meal Plan 1,0,Room_Type 1,135,2018,11,2,Online,0,0,0,90,0,Canceled,Olivia Williams,4221
INN04222,2,0,1,5,Not Selected,0,Room_Type 1,277,2018,10,18,Online,0,0,0,82.17,2,Not_Canceled,Dylan Gray,4222
INN04223,2,0,2,4,Meal Plan 1,0,Room_Type 1,90,2017,10,25,Online,0,0,0,89.25,0,Not_Canceled,Ruben Rodgers,4223
INN04224,1,0,1,1,Meal Plan 1,1,Room_Type 1,32,2018,7,4,Corporate,1,1,11,67,0,Not_Canceled,Bethany Boyd,4224
INN04225,2,0,2,2,Meal Plan 1,0,Room_Type 4,53,2017,11,14,Offline,0,0,0,60,0,Not_Canceled,Theresa Walker,4225
INN04226,2,0,0,2,Meal Plan 1,0,Room_Type 1,70,2018,6,3,Offline,0,0,0,100,0,Not_Canceled,Jamie Meyer,4226
INN04227,2,1,0,1,Meal Plan 1,0,Room_Type 1,12,2018,2,6,Online,0,0,0,109,0,Canceled,Kimberly Galloway DDS,4227
INN04228,2,0,2,5,Meal Plan 1,0,Room_Type 1,202,2018,6,20,Offline,0,0,0,80.24,0,Not_Canceled,Laura Munoz,4228
INN04229,2,0,1,2,Not Selected,0,Room_Type 1,98,2018,6,10,Online,0,0,0,116.1,3,Not_Canceled,Tina Russell,4229
INN04230,2,0,0,3,Meal Plan 1,0,Room_Type 4,16,2017,10,1,Online,0,0,0,123.33,1,Not_Canceled,Mrs. Barbara Garcia,4230
INN04231,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,2,11,Corporate,1,0,1,50,0,Not_Canceled,Yolanda Estrada,4231
INN04232,2,0,0,1,Meal Plan 1,0,Room_Type 4,37,2018,5,27,Online,0,0,0,140.4,0,Canceled,Jason Ford,4232
INN04233,2,0,0,1,Meal Plan 1,0,Room_Type 1,10,2018,2,19,Offline,0,0,0,71.1,0,Not_Canceled,Sandy Ward,4233
INN04234,2,0,1,3,Meal Plan 1,0,Room_Type 1,180,2018,10,10,Online,0,0,0,113.4,0,Canceled,Aaron Daniel,4234
INN04235,2,0,2,1,Meal Plan 1,1,Room_Type 4,38,2018,3,19,Online,0,0,0,104.4,0,Not_Canceled,Hannah Reed,4235
INN04236,2,0,0,2,Meal Plan 1,1,Room_Type 1,15,2017,9,9,Online,0,0,0,105,1,Not_Canceled,Justin Rodriguez,4236
INN04237,2,0,2,2,Meal Plan 1,0,Room_Type 1,7,2018,8,26,Online,0,0,0,143,1,Not_Canceled,Ann Guzman,4237
INN04238,2,0,0,4,Meal Plan 1,0,Room_Type 1,90,2018,4,13,Online,0,0,0,90.95,1,Not_Canceled,Casey Harris,4238
INN04239,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,2018,9,14,Offline,0,0,0,130,0,Not_Canceled,Jaime Jones DVM,4239
INN04240,1,0,1,2,Meal Plan 1,0,Room_Type 1,6,2018,5,23,Online,0,0,0,106.25,1,Not_Canceled,Anthony Gilbert,4240
INN04241,2,0,1,2,Meal Plan 1,0,Room_Type 1,17,2018,10,3,Offline,0,0,0,85,0,Not_Canceled,David Higgins,4241
INN04242,2,0,1,1,Meal Plan 1,0,Room_Type 4,60,2018,9,3,Online,0,0,0,123.3,1,Canceled,Patrick Boyle,4242
INN04243,1,0,0,1,Meal Plan 1,0,Room_Type 1,23,2017,11,5,Corporate,0,0,0,65,0,Not_Canceled,Dr. William Martin,4243
INN04244,2,0,1,0,Not Selected,0,Room_Type 1,0,2018,8,1,Online,0,0,0,90,1,Not_Canceled,Julie Oconnor,4244
INN04245,2,0,1,0,Not Selected,0,Room_Type 1,145,2018,6,27,Online,0,0,0,85.5,1,Not_Canceled,Melissa Martin,4245
INN04246,2,0,0,3,Meal Plan 1,0,Room_Type 1,54,2018,3,29,Offline,0,0,0,75,0,Not_Canceled,Ashley Walters,4246
INN04247,2,0,0,1,Meal Plan 1,0,Room_Type 1,13,2018,8,6,Online,0,0,0,151,1,Not_Canceled,Elizabeth Lee,4247
INN04248,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,2018,6,20,Online,0,0,0,120,0,Canceled,Stephanie Jones,4248
INN04249,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,17,Offline,0,0,0,65,0,Not_Canceled,Tyler Johnson DVM,4249
INN04250,2,0,2,1,Meal Plan 1,0,Room_Type 1,179,2018,10,1,Online,0,0,0,108.9,2,Canceled,Katherine Smith,4250
INN04251,2,0,1,2,Meal Plan 1,0,Room_Type 1,5,2017,10,19,Offline,0,0,0,90,0,Not_Canceled,Ashley Yoder,4251
INN04252,2,1,1,3,Not Selected,0,Room_Type 1,190,2018,8,25,Online,0,0,0,67.09,0,Canceled,Elizabeth Benjamin,4252
INN04253,1,0,2,1,Not Selected,0,Room_Type 1,8,2018,9,3,Online,0,0,0,87.53,1,Not_Canceled,Stephanie Valenzuela,4253
INN04254,2,0,1,3,Meal Plan 1,0,Room_Type 1,65,2018,5,9,Online,0,0,0,119.85,1,Not_Canceled,Stephen Waller,4254
INN04255,2,0,1,1,Meal Plan 1,0,Room_Type 1,10,2017,12,5,Online,0,0,0,80.75,0,Not_Canceled,Megan Becker,4255
INN04256,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Online,0,0,0,100,0,Canceled,Betty Cabrera,4256
INN04257,2,0,0,1,Not Selected,0,Room_Type 1,4,2018,1,14,Online,0,0,0,69.5,0,Not_Canceled,Scott Mcdonald,4257
INN04258,2,0,2,2,Meal Plan 1,0,Room_Type 4,148,2018,8,21,Online,0,0,0,127.8,0,Not_Canceled,Anthony Wells,4258
INN04259,2,0,0,4,Meal Plan 1,0,Room_Type 1,104,2018,6,7,Online,0,0,0,87.67,2,Not_Canceled,Brianna Paul,4259
INN04260,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,2018,7,1,Online,0,0,0,75,0,Canceled,Sean Quinn,4260
INN04261,1,0,0,2,Meal Plan 1,0,Room_Type 4,12,2018,6,29,Online,0,0,0,151,2,Not_Canceled,Chelsea Thomas,4261
INN04262,2,0,0,3,Meal Plan 1,0,Room_Type 1,30,2017,10,14,Online,0,0,0,96.3,5,Not_Canceled,Kari Mason,4262
INN04263,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,1,6,Corporate,1,0,3,75,0,Not_Canceled,Holly Macdonald,4263
INN04264,1,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,87,0,Not_Canceled,Kimberly Davis,4264
INN04265,2,0,2,3,Meal Plan 1,0,Room_Type 4,47,2018,10,16,Online,0,0,0,97.82,1,Not_Canceled,Ronnie Jackson,4265
INN04266,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,3,2,Offline,0,0,0,55,0,Not_Canceled,Heather Hernandez,4266
INN04267,2,0,2,0,Not Selected,0,Room_Type 1,172,2018,6,26,Online,0,0,0,85.5,0,Canceled,Phillip Hernandez DDS,4267
INN04268,2,0,2,1,Meal Plan 1,0,Room_Type 1,20,2017,10,4,Online,0,0,0,107,0,Not_Canceled,Kimberly Holmes,4268
INN04269,1,0,2,1,Meal Plan 1,0,Room_Type 1,33,2018,3,5,Online,0,0,0,77.5,2,Not_Canceled,Angela Allen,4269
INN04270,2,0,2,5,Meal Plan 1,0,Room_Type 1,299,2018,9,17,Online,0,0,0,100.3,0,Canceled,Erin Carter,4270
INN04271,2,0,0,3,Meal Plan 1,0,Room_Type 1,11,2018,8,9,Online,0,0,0,151,0,Canceled,Ruth Guerra,4271
INN04272,1,0,2,1,Meal Plan 1,0,Room_Type 1,30,2017,9,6,Corporate,0,0,0,65,0,Not_Canceled,Earl Gray,4272
INN04273,2,0,1,2,Not Selected,0,Room_Type 1,2,2018,8,15,Online,0,0,0,169.33,0,Not_Canceled,Jose Johnson,4273
INN04274,2,0,1,2,Not Selected,0,Room_Type 1,47,2018,2,26,Online,0,0,0,72.5,0,Not_Canceled,Amanda Sutton,4274
INN04275,2,0,0,3,Meal Plan 1,0,Room_Type 1,104,2017,12,3,Offline,0,0,0,75,0,Not_Canceled,Kimberly Lee,4275
INN04276,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120,0,Not_Canceled,Julie Lin,4276
INN04277,2,0,2,3,Meal Plan 2,0,Room_Type 1,12,2017,10,4,Offline,0,0,0,129.8,0,Not_Canceled,Patrick Cole,4277
INN04278,2,0,2,3,Meal Plan 1,0,Room_Type 1,73,2018,5,12,Online,0,0,0,119.85,1,Not_Canceled,Erin Fox,4278
INN04279,2,0,2,2,Meal Plan 1,0,Room_Type 4,50,2018,3,11,Online,0,0,0,82.45,0,Canceled,Anna Cross,4279
INN04280,2,0,0,3,Not Selected,0,Room_Type 1,20,2018,10,25,Online,0,0,0,110,1,Not_Canceled,Elizabeth Black,4280
INN04281,2,0,0,3,Meal Plan 1,0,Room_Type 1,47,2018,3,29,Offline,0,0,0,75,0,Not_Canceled,George Bond,4281
INN04282,2,2,2,2,Meal Plan 1,0,Room_Type 6,12,2018,10,29,Online,0,0,0,202.88,1,Canceled,Catherine Sandoval,4282
INN04283,2,0,1,2,Meal Plan 1,0,Room_Type 1,87,2018,10,31,Online,0,0,0,69.53,2,Not_Canceled,Yvonne Perez,4283
INN04284,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Online,0,0,0,110,0,Canceled,Heather Schmidt,4284
INN04285,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,2017,8,13,Online,0,0,0,85,0,Not_Canceled,Mark Wilcox,4285
INN04286,2,0,1,1,Not Selected,0,Room_Type 1,15,2018,1,23,Online,0,0,0,76.5,0,Not_Canceled,Vincent Wilkins,4286
INN04287,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,9,21,Corporate,0,0,0,169,0,Canceled,Sherri Stout,4287
INN04288,2,0,2,4,Meal Plan 1,0,Room_Type 1,11,2018,11,13,Online,0,0,0,65.29,1,Not_Canceled,Nicole Dickerson,4288
INN04289,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Online,0,0,0,110,0,Canceled,Susan Washington,4289
INN04290,2,0,0,4,Meal Plan 1,0,Room_Type 4,92,2017,7,15,Online,0,0,0,89.25,1,Canceled,Tristan Wilson,4290
INN04291,2,0,0,3,Not Selected,0,Room_Type 1,57,2018,11,1,Online,0,0,0,79.2,1,Not_Canceled,Nicholas Morrison,4291
INN04292,2,0,2,2,Not Selected,0,Room_Type 1,95,2018,5,21,Online,0,0,0,109.65,0,Canceled,Shawn Donovan,4292
INN04293,2,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,12,7,Complementary,0,0,0,0,0,Not_Canceled,Chloe Watson,4293
INN04294,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,2018,10,6,Offline,0,0,0,85,1,Not_Canceled,Donald Delgado,4294
INN04295,2,0,2,3,Meal Plan 1,0,Room_Type 1,89,2018,4,10,Online,0,0,0,90.95,1,Not_Canceled,Kelsey Love,4295
INN04296,2,0,2,1,Meal Plan 2,0,Room_Type 1,138,2017,8,22,Offline,0,0,0,94.5,0,Not_Canceled,Amber Norman,4296
INN04297,2,0,2,1,Meal Plan 1,0,Room_Type 1,4,2018,2,13,Online,0,0,0,91,0,Not_Canceled,Donald Ross,4297
INN04298,3,0,1,0,Meal Plan 1,0,Room_Type 4,49,2018,7,17,Online,0,0,0,168.3,2,Not_Canceled,Sheila Shepard,4298
INN04299,2,0,2,0,Meal Plan 1,0,Room_Type 1,25,2018,9,11,Online,0,0,0,88,0,Not_Canceled,Laura Wilson,4299
INN04300,2,0,1,2,Meal Plan 1,0,Room_Type 1,84,2017,10,16,Online,0,0,0,89.25,2,Not_Canceled,Ashley Smith,4300
INN04301,2,0,2,2,Meal Plan 1,0,Room_Type 4,3,2018,12,23,Online,0,0,0,93.63,2,Not_Canceled,Justin Moore,4301
INN04302,2,0,2,2,Meal Plan 1,0,Room_Type 1,114,2018,8,6,Online,0,0,0,114.3,0,Not_Canceled,Justin Vazquez,4302
